,letter,frequency
14712,সব কেননা,1
14713,ঘৃণা ,1
14714,প্রেমেই,1
14715,বাঁচে ,1
14716,নিষ্ঠায়তাই,1
14717,হাতেরও,1
14718,রোদ দেয়ালের,1
14719,মুখেরও,1
14720,শ্যামলিমা যখন,1
14721,চতুঃসীমাতোমার,1
14722,অনুরূপ ,1
14723,অনুরোধকরে,1
14724,নিকটবিশদ,1
14725,চিতাসর্বদা,1
14726,বেড়াচ্ছো,1
14727,বিষাদময়ী ,1
14728,বনিতানৈঃসঙ্গ্যের ,1
14729,ধোঁয়াক্লিষ্ট,1
14730,কাটেনা,1
14731,সঙ্কট ,1
14732,চাইনা,1
14733,হাহাকার আমিতো,1
14734,নির্লিপ্তিপ্রিয়,1
14735,চাইঝরুক,1
14736,রূপানলে তোমার,1
14737,শিষ্টাচার দু হাতে,1
14738,স্বেদমুকুলিত,1
14739,ছাইবলবো,1
14740,দাহঘ্ন,1
14741,জলায়চিলে,1
14742,রাজহংসী ,1
14743,শ্যাওয়ার,1
14744,সবুজেকখনো,1
14745,খুঁজেগ্নণ্ডি,1
14746,চলায়এ,1
14747,ছলাকলায়আনোনি,1
14748,মগ্ধ,1
14749,গম্বুজেবাধোনি,1
14750,আরামে,1
14751,বুজেএবং,1
14752,অধঃপাতে ,1
14753,ভাবিএখন,1
14754,সর্বনাশপেতেছে,1
14755,লোভে উড়ো,1
14756,আসেঃ,1
14757,দাবিইতিমধ্যে,1
14758,পাতিহাঁস ,1
14759,আশাবাদঅন্ধের,1
14760,যষ্টির,1
14761,ঠুকেকরছে,1
14762,বিস্বাদলাগে,1
14763,ধুঁকেপথ,1
14764,দাঁড়ায়খেলনার,1
14765,দীর্ঘশ্বাস কখন,1
14766,বাক্সটির,1
14767,হারায়নিজেকেই ,1
14768,এলেবেলেছিট,1
14769,এলেঅকস্মাৎ ,1
14770,চন্দ্রোচ্ছ্বাস ,1
14771,বিজ্ঞজ্ঞাতসার,1
14772,কখনওতিনি,1
14773,অথচতার,1
14774,পরেওঢের,1
14775,আড্ডাবাজগণটেবিল,1
14776,বেজায়ঝুঁকে,1
14777,চালান,1
14778,গালভরা,1
14779,নিঝুমবসে,1
14780,পাঁচটিইংরেজি,1
14781,বিদগ্ধপ্রচ্ছায়া,1
14782,জাগরিত ,1
14783,তরুণদের,1
14784,আড্ডায় মাঝারি,1
14785,এবংলেখক,1
14786,শিল্পীদের,1
14787,কারণে ,1
14788,গুপ্তচরদের,1
14789,ধরনেহয়ে,1
14790,শিল্পীরা,1
14791,কেউআসেন,1
14792,ইদানিং ,1
14793,লেখনীকিছুই,1
14794,থামেনি,1
14795,তাদের ,1
14796,চলছেই,1
14797,ছেড়েবেরিয়ে,1
14798,আমিও দীর্ঘকাল,1
14799,বাঁশিটি,1
14800,কোণেঘুরপথে,1
14801,প্রত্যাখ্যাতফিরে,1
14802,এইপথিকের,1
14803,একবারও ,1
14804,সভাকক্ষে,1
14805,হয়েছেনজড়ো,1
14806,যাঁরা ,1
14807,নিবেদনরকমারি,1
14808,জড়োয়া,1
14809,গয়নাগাঁটি ,1
14810,কাতান কেউ,1
14811,উদ্দেশে গ্রহণ,1
14812,উপহার আজীবন,1
14813,উড়নচণ্ডে,1
14814,পরিণামেআমার,1
14815,ধন ,1
14816,বহুরূপীছলনায়,1
14817,খোলামকুচিরমতো ,1
14818,নিয়েএসেছি,1
14819,সুরশোনাতে,1
14820,মুখমণ্ডলীরগুঞ্জরণে,1
14821,উপেক্ষারধূসরতা,1
14822,মাথানতকরে,1
14823,কাঁটাবন,1
14824,ধড়াচূড়ো,1
14825,পায়েক্রমাগত,1
14826,প্রসূন ,1
14827,ক্ষত তোমার,1
14828,সমাদৃত,1
14829,অট্রহাসিহাসবেন,1
14830,আনবেন,1
14831,ডেকেযমমুখো,1
14832,সশন্ত্রদ্বারীকে ,1
14833,গরীয়সীদয়া,1
14834,যাচাইকরে,1
14835,সভাঘরেচলেও,1
14836,জীবন্মৃতপড়ে,1
14837,মাস্তুলের,1
14838,বণিকেরখ্যাতি,1
14839,টিকে ,1
14840,বাণিজ্যেতেকতকাল ,1
14841,সপ্তডিঙ্গা,1
14842,তরঙ্গেসমুদ্রের,1
14843,আমারমধুকর,1
14844,কালীদহে ,1
14845,শুধুআমি,1
14846,মাঝিমাল্লাহীন,1
14847,নির্বান্ধব,1
14848,খরস্রোতেভেসে,1
14849,বিভীষিকানিয়ত,1
14850,বিহ্বলঠেকিয়ে,1
14851,কানি,1
14852,পরে বিপথে ,1
14853,সম্বলহীন,1
14854,পথেএকমুঠো,1
14855,তণ্ডুলের,1
14856,কাঠুরের,1
14857,কাঠকেটেছি,1
14858,পায়ে পথকে,1
14859,চ্যাঙড়ামুড়ি,1
14860,কানিনানা,1
14861,দিনান্তেরকষ্টার্জিত,1
14862,খলখল,1
14863,হেসে ভেবেছে,1
14864,ভয়পেয়ে,1
14865,ঠেকাব,1
14866,আমার অবসন্ন,1
14867,ভিক্ষুকের,1
14868,হবারনয়,1
14869,সদাগর,1
14870,নয়আর ,1
14871,উদ্দামতা,1
14872,খেলাযখন,1
14873,হন্তদীপ্তি ,1
14874,হীনবল সেই,1
14875,মহাজ্ঞান ,1
14876,দুটিনয় ,1
14877,ছ টি,1
14878,কালবিষে,1
14879,নীল আমার,1
14880,সপ্তম,1
14881,সর্পাঘাতেনেউল ,1
14882,ময়ূরময়,1
14883,পর্বতেলোহার,1
14884,স্তব্ধহয়ে,1
14885,গাঙ্গুড়ের,1
14886,অবেলায়কলার,1
14887,মান্দাসে,1
14888,বহুড়ী জীয়ন,1
14889,দয়িতের,1
14890,শরীরআঁকড়ে,1
14891,সায়বেণে,1
14892,নন্দিনী,1
14893,নাচুনি রাহুগ্রস্ত,1
14894,ছেড়েউঠোনে,1
14895,উন্মাদিনীসনকা,1
14896,বারংবার ‘কোথায়,1
14897,করেনির্দয়,1
14898,নিঃসন্তার,1
14899,মতোঘোরে,1
14900,আদাড়ে,1
14901,নিজেবিকৃত,1
14902,মস্তিষ্ক,1
14903,বলেচম্পক,1
14904,প্রিয়নগরী,1
14905,তোমার কেমন,1
14906,ব্যেপেচম্পক,1
14907,গৃহকোণ,1
14908,কোনোখানেআজ ,1
14909,বঙ্গদাড়া ,1
14910,বিড়ঙ্গিনী,1
14911,আরতক্ষক ,1
14912,শঙ্কর,1
14913,মহিজঙ্গ,1
14914,বসতি ঘরে,1
14915,দুপুরেইপথিক,1
14916,আরপ্রহরী,1
14917,বাছে,1
14918,নাঠগ,1
14919,উপরন্তুনারীর,1
14920,শ্লীলতাহানি,1
14921,কারুকেই সৎ,1
14922,অসতের,1
14923,ভেদাভেদ,1
14924,কিরীটবড়,1
14925,উদভ্রান্তসত্য,1
14926,বনবাসে ,1
14927,বিদ্বানেরা,1
14928,ভিক্ষাজীবী অতিশয়,1
14929,কৃপালোভী,1
14930,প্রতাপশালীর ,1
14931,কতক্রোড়পতি,1
14932,অন্দর,1
14933,বাগান দরিদ্র,1
14934,পড়েকাঁদে ,1
14935,কপালে নীতির,1
14936,বালাই,1
14937,ঔদার্য ,1
14938,ইত্যাদিরকানাকড়ি,1
14939,ফলযেন ,1
14940,মতিভ্রম,1
14941,স্ফীতোদরসফল,1
14942,বণিক ,1
14943,চৌদিকেউন্মুখের,1
14944,দ্বৈতশাসনের,1
14945,খাঁড়া,1
14946,ওপরে আন্ধার,1
14947,আনুগত্য,1
14948,স্বীকারস্বেচ্ছায়,1
14949,আচার ,1
14950,কুসংস্কারমেলেছে,1
14951,শিবিরেভীষণ,1
14952,মোদ্দা,1
14953,কথা চম্পক,1
14954,জোতদারআর,1
14955,পরাস্ত ,1
14956,ছন্নছাড়াআন্ধার,1
14957,ভাঁটার,1
14958,আমারসপ্তডিঙ্গা,1
14959,মধুকর ,1
14960,মানিক,1
14961,লখিন্দর আমি,1
14962,সাগরে এই,1
14963,চন্দ্রধর,1
14964,ছায়া কোথায়,1
14965,বাজিকর প্রকৃতই,1
14966,গ্লানির,1
14967,টিকাবয়ে,1
14968,কাটাব,1
14969,অচেতনকীটপতঙ্গের,1
14970,পদচ্ছাপআমার,1
14971,করাল ,1
14972,কিছুতেই মতিচ্ছন্নতায়,1
14973,চালচিত্র,1
14974,ভাবিজীবন,1
14975,সনকা,1
14976,সনকাও,1
14977,দরিয়ায়মধুকর ,1
14978,মধুকরও,1
14979,জীবনশুধু,1
14980,দেওয়া ,1
14981,কালবৈশাখীরঝড়ে,1
14982,কাষ্ঠখণ্ড,1
14983,যাওয়া বুঝি,1
14984,ঘুরেমধ্যরাতে,1
14985,পাঁড়,1
14986,ভাঁড়মদিরার,1
14987,ব সে জীবন,1
14988,জায়মান কখনো,1
14989,প্রহরেকত,1
14990,স্মৃতিও,1
14991,জানিযা,1
14992,সবকিছুমানুষের,1
14993,অন্তর্গত ,1
14994,অবচেতনেরগোধূলিতে,1
14995,প্রথমগাঙ্গুড়ের,1
14996,ভাসিয়েছিলাম,1
14997,সপ্তডিঙা সনকার,1
14998,কেলি তার,1
14999,স্তনচূড়া,1
15000,ত্রিবলির,1
15001,আরকারুকাজ,1
15002,সনকার,1
15003,কালোচোখের,1
15004,চাওয়া ,1
15005,চুম্বন গৃহকোণে,1
15006,উষাকালেভোরের,1
15007,আগমনীচিৎকার,1
15008,কালীদহে,1
15009,সঙ্গীদের,1
15010,বিপন্নতা গহিনে,1
15011,অব্যর্থছোবলে,1
15012,অবেলায়গাঙ্গুড়ের,1
15013,ভাঁড়ারেখাদ্যান্বেষী,1
15014,মুষিকের,1
15015,নিষ্ঠাবান সেবাপরায়ণ,1
15016,ন্যাড়া ,1
15017,সহচর তার,1
15018,চমৎকারমুদ্রার,1
15019,নরসুন্দরের,1
15020,দূরাগতঝঞ্ঝাহত,1
15021,মধ্যরাতেশোনা,1
15022,আমাতে,1
15023,অন্তর্গূঢ় যা,1
15024,অন্তঃস্তলেকরি,1
15025,মিশেলে,1
15026,তাকে হ্যাঁ ,1
15027,স্বরণ,1
15028,বড় সে,1
15029,লেগেছিল,1
15030,সেইসুখ,1
15031,মাঝেঅভিজ্ঞ,1
15032,একদা ওরা,1
15033,গুঞ্জনদেয়,1
15034,যতসুন্দর,1
15035,প্রত্যক্ষ ,1
15036,ছায়াখুব,1
15037,ভেতরে হঠাৎ,1
15038,ঢাকের,1
15039,আমিমদ্যপান,1
15040,জনিত,1
15041,মূলক,1
15042,ডাকবাজিয়ে,1
15043,তরঙ্গশাঁখ ,1
15044,জাদুকরবানায়,1
15045,ডিঙা,1
15046,পলকে কী,1
15047,অকস্মাৎপ্রচণ্ড,1
15048,পুনরায়কালীদহে,1
15049,ভয়াবহসর্পকুণ্ডলীর,1
15050,ঘূর্ণিজলে,1
15051,লড়বার,1
15052,খরআকাঙ্ক্ষায় ,1
15053,তমসা,1
15054,আমাকে মাথায়,1
15055,কালোর,1
15056,রৌপ্যবর্ণ,1
15057,কেশই,1
15058,আরচক্ষুদ্বয়,1
15059,ছানিগ্রস্ত,1
15060,তাকাই অথচ,1
15061,অমঙ্গলএসেছে,1
15062,চম্পক,1
15063,নগরে যেন,1
15064,পরদেশ যেখানে,1
15065,নাগিনী,1
15066,বরণযোগ্য,1
15067,অভীষ্টকোনো,1
15068,আমিবাঁচার,1
15069,বেঁচেহিন্তাল,1
15070,লাঠিতে,1
15071,ভরদিয়ে,1
15072,স্বপ্নেসর্বদা,1
